product_id,product_name,category,week_start_date,weekly_sales,closing_stock,unit_price_inr,reorder_point,lead_time,order_cost,holding_cost
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-09-30,7,417,154.3293,58,6,20.0,38.5823
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-10-07,8,439,149.7658,48,11,20.0,37.4414
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-10-14,11,57,88.2059,48,4,20.0,22.0515
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-10-21,8,218,167.9779,44,6,20.0,41.9945
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-10-28,9,463,144.0129,55,10,20.0,36.0032
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-11-04,6,259,99.8243,49,10,20.0,24.9561
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-11-11,12,95,127.4778,53,10,20.0,31.8695
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-11-18,14,484,79.1535,29,14,20.0,19.7884
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-11-25,8,485,115.1688,63,10,20.0,28.7922
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-12-02,11,107,173.294,46,8,20.0,43.3235
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-12-09,7,224,117.2523,50,10,20.0,29.3131
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-12-16,22,149,179.3444,72,6,20.0,44.8361
AHMEDABAD_AMUL_BEVERAGES,Amul Tru Mango 200ml,Beverages,2024-12-23,9,497,73.8344,36,8,20.0,18.4586
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-01-01,8,436,130.0491,33,10,20.0,32.5123
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-01-08,5,81,63.7391,40,7,20.0,15.9348
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-01-15,11,112,83.0511,50,10,20.0,20.7628
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-01-22,7,198,85.0027,32,11,20.0,21.2507
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-01-29,13,97,63.2643,36,6,20.0,15.8161
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-02-05,11,93,121.9292,42,5,20.0,30.4823
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-02-12,3,224,70.3463,56,10,20.0,17.5866
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-02-19,2,361,46.0145,46,8,20.0,11.5036
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-02-26,9,432,112.1117,61,3,20.0,28.0279
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-03-04,10,480,138.8587,36,12,20.0,34.7147
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-03-11,18,497,119.5486,31,8,20.0,29.8872
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-03-18,10,408,102.2639,66,10,20.0,25.566
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-03-25,7,167,76.6894,68,14,20.0,19.1723
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-04-01,21,143,135.7519,32,6,20.0,33.938
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-04-08,9,452,106.8964,76,6,20.0,26.7241
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-04-15,7,451,87.907,28,10,20.0,21.9767
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-04-22,14,386,62.6792,58,9,20.0,15.6698
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-04-29,21,266,132.1283,54,10,20.0,33.0321
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-05-06,7,300,69.539,45,10,20.0,17.3847
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-05-13,9,65,140.9411,48,8,20.0,35.2353
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-05-20,4,192,159.6822,22,9,20.0,39.9205
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-05-27,7,480,159.3141,45,8,20.0,39.8285
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-06-03,20,254,107.4652,31,7,20.0,26.8663
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-06-10,5,232,243.1342,59,12,20.0,60.7836
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-06-17,5,118,126.4809,40,9,20.0,31.6202
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-06-24,5,61,59.9894,31,9,20.0,14.9974
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-07-01,15,331,129.5205,38,10,20.0,32.3801
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-07-08,24,107,122.4885,60,8,20.0,30.6221
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-07-15,7,299,214.0482,54,10,20.0,53.5121
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-07-22,10,403,205.4766,32,12,20.0,51.3692
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-07-29,14,206,124.7942,43,8,20.0,31.1986
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-08-05,10,443,137.599,36,12,20.0,34.3998
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-08-12,21,319,133.8862,32,10,20.0,33.4715
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-08-19,20,291,122.0187,48,9,20.0,30.5047
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-08-26,7,257,64.8578,55,7,20.0,16.2145
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-09-02,15,99,125.887,50,8,20.0,31.4717
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-09-09,8,148,81.9087,41,13,20.0,20.4772
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-09-16,3,182,187.2543,68,7,20.0,46.8136
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-09-23,28,327,156.5236,38,9,20.0,39.1309
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-09-30,7,110,153.4015,57,6,20.0,38.3504
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-10-07,23,227,150.9184,71,11,20.0,37.7296
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-10-14,21,157,105.6221,61,11,20.0,26.4055
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-10-21,4,172,76.2624,34,4,20.0,19.0656
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-10-28,18,336,137.1415,52,11,20.0,34.2854
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-11-04,19,380,145.6551,66,9,20.0,36.4138
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-11-11,17,464,100.0821,46,6,20.0,25.0205
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-11-18,5,375,115.9956,68,5,20.0,28.9989
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-11-25,10,401,234.0232,30,12,20.0,58.5058
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-12-02,16,230,116.7468,40,5,20.0,29.1867
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-12-09,18,485,158.6124,52,8,20.0,39.6531
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-12-16,13,442,119.9598,78,11,20.0,29.9899
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-12-23,14,125,99.6297,57,12,20.0,24.9074
AHMEDABAD_AMUL_DAIRY,Amul Ghee 1L,Dairy,2024-12-30,3,200,76.0982,75,3,20.0,19.0245
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-01-01,13,171,123.5839,56,7,20.0,30.896
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-01-08,7,109,122.9327,58,4,20.0,30.7332
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-01-15,15,222,189.5768,50,7,20.0,47.3942
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-01-22,17,71,149.5103,50,12,20.0,37.3776
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-01-29,14,432,94.9833,50,6,20.0,23.7458
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-02-05,11,499,148.7545,58,8,20.0,37.1886
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-02-12,6,87,163.8072,22,8,20.0,40.9518
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-02-19,13,279,104.8993,44,8,20.0,26.2248
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-02-26,16,371,149.8888,44,9,20.0,37.4722
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-03-04,11,199,120.2996,42,12,20.0,30.0749
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-03-11,7,343,105.3867,38,6,20.0,26.3467
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-03-18,9,462,109.8413,46,6,20.0,27.4603
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-03-25,5,325,85.486,39,11,20.0,21.3715
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-04-01,11,237,186.4286,56,9,20.0,46.6072
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-04-08,1,175,75.0168,60,5,20.0,18.7542
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-04-15,18,152,77.6038,41,11,20.0,19.4009
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-04-22,1,455,60.1413,69,6,20.0,15.0353
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-04-29,10,122,122.6682,54,3,20.0,30.6671
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-05-06,5,206,112.4754,40,8,20.0,28.1189
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-05-13,13,116,136.2421,56,9,20.0,34.0605
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-05-20,19,399,95.7052,50,6,20.0,23.9263
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-05-27,8,247,78.7523,21,8,20.0,19.6881
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-06-03,18,201,138.7104,46,8,20.0,34.6776
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-06-10,10,69,105.557,64,8,20.0,26.3892
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-06-17,8,326,158.1749,53,4,20.0,39.5437
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-06-24,14,404,156.3326,30,8,20.0,39.0832
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-07-01,7,351,128.6725,40,8,20.0,32.1681
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-07-08,8,298,116.3623,34,7,20.0,29.0906
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-07-15,19,154,183.7322,61,11,20.0,45.9331
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-07-22,5,59,108.9327,32,8,20.0,27.2332
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-07-29,8,105,100.6971,44,8,20.0,25.1743
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-08-05,19,206,170.5873,35,5,20.0,42.6468
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-08-12,4,430,135.4259,72,14,20.0,33.8565
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-08-19,8,169,144.6975,56,5,20.0,36.1744
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-08-26,9,297,128.7874,73,10,20.0,32.1969
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-09-02,9,243,144.2646,42,8,20.0,36.0661
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-09-09,7,148,147.9245,68,6,20.0,36.9811
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-09-16,13,118,143.4108,58,6,20.0,35.8527
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-09-23,11,247,187.4026,58,4,20.0,46.8506
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-09-30,5,431,172.3056,45,5,20.0,43.0764
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-10-07,13,283,159.847,52,8,20.0,39.9618
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-10-14,14,282,134.4276,34,7,20.0,33.6069
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-10-21,9,471,117.2573,52,8,20.0,29.3143
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-10-28,16,491,140.0728,55,7,20.0,35.0182
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-11-04,15,135,106.6199,54,11,20.0,26.655
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-11-11,9,186,114.4802,62,4,20.0,28.62
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-11-18,2,207,194.8825,54,12,20.0,48.7206
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-11-25,7,59,126.4529,42,9,20.0,31.6132
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-12-02,17,133,137.0053,55,10,20.0,34.2513
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-12-09,12,404,175.3546,46,8,20.0,43.8387
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-12-16,8,162,81.9816,55,7,20.0,20.4954
AHMEDABAD_AMUL_FRUITS,Real Orange Juice 1L,Fruits,2024-12-23,20,98,141.3869,29,7,20.0,35.3467
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-01-01,4,283,213.8196,60,6,20.0,53.4549
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-01-08,13,88,116.3236,60,9,20.0,29.0809
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-01-15,28,113,119.0527,43,10,20.0,29.7632
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-01-22,12,333,169.6656,38,6,20.0,42.4164
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-01-29,2,208,112.2877,22,5,20.0,28.0719
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-02-05,10,347,206.0024,22,7,20.0,51.5006
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-02-12,21,469,141.8034,32,8,20.0,35.4509
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-02-19,10,221,100.3871,60,5,20.0,25.0968
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-02-26,7,104,71.7686,45,7,20.0,17.9422
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-03-04,0,104,71.7686,45,7,20.0,17.9422
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-03-11,16,338,86.6171,64,8,20.0,21.6543
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-03-18,11,311,88.5824,38,6,20.0,22.1456
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-03-25,25,275,132.9086,37,8,20.0,33.2272
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-04-01,17,253,109.3645,48,10,20.0,27.3411
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-04-08,4,482,95.8486,62,11,20.0,23.9621
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-04-15,7,277,227.74,48,9,20.0,56.935
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-04-22,12,302,154.9436,61,13,20.0,38.7359
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-04-29,3,71,154.0265,38,9,20.0,38.5066
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-05-06,7,187,151.8377,57,10,20.0,37.9594
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-05-13,21,158,121.3463,57,6,20.0,30.3366
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-05-20,11,395,190.8455,42,10,20.0,47.7114
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-05-27,4,445,101.4856,34,6,20.0,25.3714
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-06-03,12,417,135.0284,38,12,20.0,33.7571
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-06-10,15,291,83.9531,60,5,20.0,20.9883
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-06-17,25,88,92.1531,54,6,20.0,23.0383
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-06-24,11,492,67.8825,44,6,20.0,16.9706
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-07-01,31,324,121.0723,42,8,20.0,30.2681
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-07-08,5,242,136.6132,47,6,20.0,34.1533
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-07-15,6,248,106.1635,54,10,20.0,26.5409
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-07-22,13,453,157.8979,37,10,20.0,39.4745
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-07-29,15,133,182.2811,57,9,20.0,45.5703
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-08-05,9,196,47.4037,52,6,20.0,11.8509
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-08-12,7,400,218.0508,34,6,20.0,54.5127
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-08-19,6,427,151.4879,57,6,20.0,37.872
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-08-26,12,461,184.2023,64,9,20.0,46.0506
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-09-02,18,177,168.3411,53,4,20.0,42.0853
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-09-09,11,401,153.3008,40,10,20.0,38.3252
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-09-16,21,97,185.2988,56,10,20.0,46.3247
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-09-23,14,134,130.2695,62,10,20.0,32.5674
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-09-30,19,151,124.8892,38,8,20.0,31.2223
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-10-07,24,184,101.151,57,12,20.0,25.2877
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-10-14,17,492,152.958,39,11,20.0,38.2395
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-10-21,25,168,116.0969,51,9,20.0,29.0242
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-10-28,20,472,126.1771,48,10,20.0,31.5443
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-11-04,11,129,148.8922,63,8,20.0,37.223
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-11-11,4,195,204.4457,79,5,20.0,51.1114
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-11-18,2,319,163.8922,61,8,20.0,40.9731
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-11-25,4,57,157.3066,36,11,20.0,39.3266
AHMEDABAD_AMUL_GROCERY,Tata Sampann Besan 500g,Grocery,2024-12-02,9,207,87.1136,60,6,20.0,21.7784
